episode_id,node_id,entry_time_ns,exit_time_ns,exposure_duration_ns,left_censored,right_censored
57,180,753000000000,1734000000000,981000000000,false,false
58,193,771000000000,1623000000000,852000000000,false,false
59,25,1023000000000,2004000000000,981000000000,false,false
60,38,1041000000000,2022000000000,981000000000,false,false
61,51,1059000000000,2040000000000,981000000000,false,false
62,11,1076000000000,1500000000000,424000000000,false,false
63,64,1077000000000,2058000000000,981000000000,false,false
64,77,1095000000000,2076000000000,981000000000,false,false
65,90,1113000000000,2094000000000,981000000000,false,false
66,103,1131000000000,2112000000000,981000000000,false,false
67,116,1149000000000,2130000000000,981000000000,false,false
68,129,1167000000000,2148000000000,981000000000,false,false
69,142,1185000000000,2166000000000,981000000000,false,false
70,155,1203000000000,2184000000000,981000000000,false,false
71,168,1221000000000,2202000000000,981000000000,false,false
72,181,1239000000000,2220000000000,981000000000,false,false
73,194,1257000000000,2238000000000,981000000000,false,false
74,207,1275000000000,1506000000000,231000000000,false,false
75,26,1527000000000,2508000000000,981000000000,false,false
76,39,1545000000000,2526000000000,981000000000,false,false
77,52,1563000000000,2544000000000,981000000000,false,false
78,65,1581000000000,2562000000000,981000000000,false,false
79,13,1595000000000,2490000000000,895000000000,false,false
80,78,1599000000000,2580000000000,981000000000,false,false
81,91,1617000000000,2598000000000,981000000000,false,false
82,104,1635000000000,2616000000000,981000000000,false,false
83,117,1653000000000,2634000000000,981000000000,false,false
84,130,1671000000000,2652000000000,981000000000,false,false
85,143,1689000000000,2670000000000,981000000000,false,false
86,156,1707000000000,2688000000000,981000000000,false,false
87,169,1725000000000,2706000000000,981000000000,false,false
88,182,1743000000000,2724000000000,981000000000,false,false
89,195,1761000000000,2342000000000,581000000000,false,false
90,12,1797000000000,1986000000000,189000000000,false,false
91,27,2013000000000,2994000000000,981000000000,false,false
92,40,2031000000000,3012000000000,981000000000,false,false
93,53,2049000000000,3030000000000,981000000000,false,false
94,66,2067000000000,3048000000000,981000000000,false,false
95,79,2085000000000,3066000000000,981000000000,false,false
96,92,2103000000000,3084000000000,981000000000,false,false
97,105,2121000000000,3102000000000,981000000000,false,false
98,118,2139000000000,3120000000000,981000000000,false,false
99,131,2157000000000,3138000000000,981000000000,false,false
100,144,2175000000000,3156000000000,981000000000,false,false
101,157,2193000000000,3174000000000,981000000000,false,false
102,170,2211000000000,3192000000000,981000000000,false,false
103,183,2229000000000,3210000000000,981000000000,false,false
104,196,2247000000000,3055000000000,808000000000,false,false
105,0,2439000000000,2472000000000,33000000000,false,false
106,14,2472000000000,2976000000000,504000000000,false,false
107,28,2499000000000,3480000000000,981000000000,false,false
108,41,2517000000000,3498000000000,981000000000,false,false
109,54,2535000000000,3516000000000,981000000000,false,false
110,67,2553000000000,3534000000000,981000000000,false,false
111,80,2571000000000,3552000000000,981000000000,false,false
112,93,2589000000000,3570000000000,981000000000,false,false
113,106,2607000000000,3588000000000,981000000000,false,false
114,119,2625000000000,3606000000000,981000000000,false,false
115,132,2643000000000,3624000000000,981000000000,false,false
116,145,2661000000000,3642000000000,981000000000,false,false
117,158,2679000000000,3660000000000,981000000000,false,false
118,171,2697000000000,3678000000000,981000000000,false,false
119,184,2715000000000,3696000000000,981000000000,false,false
120,197,2733000000000,3691000000000,958000000000,false,false
121,210,2751000000000,2874000000000,123000000000,false,false
122,29,2985000000000,3966000000000,981000000000,false,false
123,42,3003000000000,3984000000000,981000000000,false,false
124,55,3021000000000,4002000000000,981000000000,false,false
125,68,3039000000000,4020000000000,981000000000,false,false
126,81,3057000000000,4038000000000,981000000000,false,false
127,94,3075000000000,4056000000000,981000000000,false,false
128,107,3093000000000,4074000000000,981000000000,false,false
129,120,3111000000000,4092000000000,981000000000,false,false
130,133,3129000000000,4110000000000,981000000000,false,false
131,146,3147000000000,4128000000000,981000000000,false,false
132,159,3165000000000,4146000000000,981000000000,false,false
133,172,3183000000000,4164000000000,981000000000,false,false
134,185,3201000000000,4182000000000,981000000000,false,false
135,198,3219000000000,4200000000000,981000000000,false,false
136,15,3223000000000,3462000000000,239000000000,false,false
137,211,3237000000000,3742000000000,505000000000,false,false
138,43,3489000000000,4470000000000,981000000000,false,false
139,56,3507000000000,4488000000000,981000000000,false,false
140,69,3525000000000,4506000000000,981000000000,false,false
141,82,3543000000000,4524000000000,981000000000,false,false
142,95,3561000000000,4542000000000,981000000000,false,false
143,108,3579000000000,4560000000000,981000000000,false,false
144,121,3597000000000,4578000000000,981000000000,false,false
145,134,3615000000000,4596000000000,981000000000,false,false
146,147,3633000000000,4614000000000,981000000000,false,false
147,160,3651000000000,4632000000000,981000000000,false,false
148,173,3669000000000,4650000000000,981000000000,false,false
149,186,3687000000000,4668000000000,981000000000,false,false
150,199,3705000000000,4686000000000,981000000000,false,false
151,212,3723000000000,4482000000000,759000000000,false,false
152,30,3859000000000,4452000000000,593000000000,false,false
153,16,3880000000000,3948000000000,68000000000,false,false
154,44,3975000000000,4956000000000,981000000000,false,false
155,57,3993000000000,4974000000000,981000000000,false,false
156,70,4011000000000,4992000000000,981000000000,false,false
157,83,4029000000000,5010000000000,981000000000,false,false
158,96,4047000000000,5028000000000,981000000000,false,false
159,109,4065000000000,5046000000000,981000000000,false,false
160,122,4083000000000,5064000000000,981000000000,false,false
161,135,4101000000000,5082000000000,981000000000,false,false
162,148,4119000000000,5100000000000,981000000000,false,false
163,161,4137000000000,5118000000000,981000000000,false,false
164,174,4155000000000,5136000000000,981000000000,false,false
165,187,4173000000000,5154000000000,981000000000,false,false
166,200,4191000000000,5172000000000,981000000000,false,false
167,213,4209000000000,5134000000000,925000000000,false,false
168,226,4227000000000,4241000000000,14000000000,false,false
169,45,4461000000000,5442000000000,981000000000,false,false
170,58,4479000000000,5460000000000,981000000000,false,false
171,71,4497000000000,5478000000000,981000000000,false,false
172,84,4515000000000,5496000000000,981000000000,false,false
173,97,4533000000000,5514000000000,981000000000,false,false
174,110,4551000000000,5532000000000,981000000000,false,false
175,123,4569000000000,5550000000000,981000000000,false,false
176,136,4587000000000,5568000000000,981000000000,false,false
177,149,4605000000000,5586000000000,981000000000,false,false
178,162,4623000000000,5604000000000,981000000000,false,false
179,175,4641000000000,5622000000000,981000000000,false,false
180,31,4642000000000,4938000000000,296000000000,false,false
181,188,4659000000000,5640000000000,981000000000,false,false
182,201,4677000000000,5658000000000,981000000000,false,false
183,214,4695000000000,5676000000000,981000000000,false,false
184,227,4713000000000,5132000000000,419000000000,false,false
185,59,4965000000000,5946000000000,981000000000,false,false
186,72,4983000000000,5964000000000,981000000000,false,false
187,85,5001000000000,5982000000000,981000000000,false,false
188,98,5019000000000,6000000000000,981000000000,false,false
189,111,5037000000000,6018000000000,981000000000,false,false
190,124,5055000000000,6036000000000,981000000000,false,false
191,137,5073000000000,6054000000000,981000000000,false,false
192,150,5091000000000,6072000000000,981000000000,false,false
193,163,5109000000000,6090000000000,981000000000,false,false
194,176,5127000000000,6108000000000,981000000000,false,false
195,189,5145000000000,6126000000000,981000000000,false,false
196,202,5163000000000,6144000000000,981000000000,false,false
197,215,5181000000000,6162000000000,981000000000,false,false
198,228,5199000000000,5903000000000,704000000000,false,false
199,46,5237000000000,5928000000000,691000000000,false,false
200,32,5318000000000,5424000000000,106000000000,false,false
201,60,5450000000000,6432000000000,982000000000,false,false
202,73,5468000000000,6450000000000,982000000000,false,false
203,86,5486000000000,6468000000000,982000000000,false,false
204,99,5504000000000,6486000000000,982000000000,false,false
205,112,5522000000000,6504000000000,982000000000,false,false
206,125,5540000000000,6522000000000,982000000000,false,false
207,138,5558000000000,6540000000000,982000000000,false,false
208,151,5576000000000,6558000000000,982000000000,false,false
209,164,5594000000000,6576000000000,982000000000,false,false
210,177,5612000000000,6594000000000,982000000000,false,false
211,190,5630000000000,6612000000000,982000000000,false,false
212,203,5648000000000,6630000000000,982000000000,false,false
213,216,5666000000000,6648000000000,982000000000,false,false
214,229,5684000000000,6573000000000,889000000000,false,false
215,61,5936000000000,6918000000000,982000000000,false,false
216,74,5954000000000,6936000000000,982000000000,false,false
217,87,5972000000000,6954000000000,982000000000,false,false
218,100,5990000000000,6972000000000,982000000000,false,false
219,113,6008000000000,6990000000000,982000000000,false,false
220,126,6026000000000,7008000000000,982000000000,false,false
221,139,6044000000000,7026000000000,982000000000,false,false
222,47,6054000000000,6414000000000,360000000000,false,false
223,152,6062000000000,7044000000000,982000000000,false,false
224,165,6080000000000,7062000000000,982000000000,false,false
225,178,6098000000000,7080000000000,982000000000,false,false
226,191,6116000000000,7098000000000,982000000000,false,false
227,204,6134000000000,7116000000000,982000000000,false,false
228,217,6152000000000,7134000000000,982000000000,false,false
229,230,6170000000000,7152000000000,982000000000,false,false
230,243,6188000000000,6513000000000,325000000000,false,false
231,75,6440000000000,,760000000000,false,true
232,88,6458000000000,,742000000000,false,true
233,101,6476000000000,,724000000000,false,true
234,114,6494000000000,,706000000000,false,true
235,127,6512000000000,,688000000000,false,true
236,140,6530000000000,,670000000000,false,true
237,153,6548000000000,,652000000000,false,true
238,166,6566000000000,,634000000000,false,true
239,179,6584000000000,,616000000000,false,true
240,192,6602000000000,,598000000000,false,true
241,62,6608000000000,,592000000000,false,true
242,205,6620000000000,,580000000000,false,true
243,218,6638000000000,,562000000000,false,true
244,231,6656000000000,,544000000000,false,true
245,244,6674000000000,,526000000000,false,true
246,48,6753000000000,6900000000000,147000000000,false,false
247,76,6926000000000,,274000000000,false,true
248,89,6944000000000,,256000000000,false,true
249,102,6962000000000,,238000000000,false,true
250,115,6980000000000,,220000000000,false,true
251,128,6998000000000,,202000000000,false,true
252,141,7016000000000,,184000000000,false,true
253,154,7034000000000,,166000000000,false,true
254,167,7052000000000,,148000000000,false,true
255,180,7070000000000,,130000000000,false,true
256,193,7088000000000,,112000000000,false,true
257,206,7106000000000,,94000000000,false,true
258,219,7124000000000,,76000000000,false,true
259,232,7142000000000,,58000000000,false,true
260,245,7160000000000,,40000000000,false,true
