"path","category","reason","replacement","delete_safe","referenced_by","dependency_gate","ambiguous_reference_count"
"docs/calibration/n4b-f1/n4b-f1-calibration-summary.json","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/calibration/n4b-f1/n4b-f1-calibration-summary.json","false","contrib/satcompute/tests/integration/regression/run-fault-lifecycle-regression.sh:257 [literal_code_reference]; contrib/satcompute/tools/validation/f1-calibration.cc:81 [literal_code_reference]; docs/calibration/n4b-f1/README.md:54 [doc_reference]","保留；无删除依据","0"
"docs/calibration/n4b-f1/n4b-f1-calibration.csv","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/calibration/n4b-f1/n4b-f1-calibration.csv","false","contrib/satcompute/tests/integration/regression/run-fault-lifecycle-regression.sh:263 [literal_code_reference]; contrib/satcompute/tools/validation/f1-calibration.cc:31 [literal_code_reference]; docs/calibration/n4b-f1/README.md:53 [doc_reference]","保留；无删除依据","0"
"docs/calibration/n4b-f2/README.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/calibration/n4b-f2/README.md","false","README.md:127 [doc_reference]; README.md:97 [doc_reference]; docs/README.md:11 [doc_reference]","保留；无删除依据","83"
"docs/calibration/n4b-f2/evidence/n4b-f2-spatial-fault-events.csv","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/calibration/n4b-f2/evidence/n4b-f2-spatial-fault-events.csv","false","contrib/satcompute/tools/validation/f2-spatial-validation.cc:277 [literal_code_reference]; docs/calibration/n4b-f2/README.md:263 [doc_reference]; docs/calibration/n4b-f2/README.md:267 [doc_reference]","保留；无删除依据","0"
"docs/calibration/n4b-f2/evidence/n4b-f2-spatial-validation-bins.csv","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/calibration/n4b-f2/evidence/n4b-f2-spatial-validation-bins.csv","false","contrib/satcompute/tools/validation/f2-spatial-validation.cc:278 [literal_code_reference]; docs/calibration/n4b-f2/README.md:262 [doc_reference]; docs/calibration/n4b-f2/README.md:268 [doc_reference]","保留；无删除依据","0"
"docs/calibration/n4b-f2/evidence/n4b-f2-spatial-validation-display-adjustments.csv","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/calibration/n4b-f2/evidence/n4b-f2-spatial-validation-display-adjustments.csv","false","docs/calibration/n4b-f2/README.md:243 [doc_reference]; docs/calibration/n4b-f2/README.md:269 [doc_reference]","保留；无删除依据","0"
"docs/calibration/n4b-f2/evidence/n4b-f2-spatial-validation-summary.json","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/calibration/n4b-f2/evidence/n4b-f2-spatial-validation-summary.json","false","contrib/satcompute/tools/validation/f2-spatial-validation.cc:280 [literal_code_reference]; docs/calibration/n4b-f2/README.md:261 [doc_reference]; docs/calibration/n4b-f2/README.md:270 [doc_reference]","保留；无删除依据","0"
"docs/calibration/n4b-f2/n4b-f2-spatial-validation.pdf","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/calibration/n4b-f2/n4b-f2-spatial-validation.pdf","false","","保留；无删除依据","0"
"docs/calibration/n4b-f2/n4b-f2-spatial-validation.png","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/calibration/n4b-f2/n4b-f2-spatial-validation.png","false","","保留；无删除依据","0"
"docs/calibration/n4b-f2/n4b-f2-spatial-validation.svg","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/calibration/n4b-f2/n4b-f2-spatial-validation.svg","false","","保留；无删除依据","0"
"docs/n4c/README.md","CANONICAL","现行模块/入口/配置/参数说明；保持原位，避免重复","docs/n4c/README.md","false","docs/README.md:7 [doc_reference]; docs/n5-prerequisites.md:6 [doc_reference]","保留；无删除依据","79"
"docs/n4c/reviews/G3-final-freeze.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n4c/reviews/G3-final-freeze.md","false","contrib/satcompute/README.md:155 [doc_reference]; contrib/satcompute/fault/README.md:125 [doc_reference]; contrib/satcompute/tests/fixtures/fault/joint/README.md:59 [doc_reference]; docs/calibration/n4b-f1/README.md:6 [doc_reference]; docs/n4c/README.md:23 [doc_reference]; docs/n4c/reviews/G4-final-freeze.md:18 [doc_reference]; docs/n4c/reviews/G4-final-freeze.md:9 [doc_reference]","保留；无删除依据","0"
"docs/n4c/reviews/G4-final-freeze.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n4c/reviews/G4-final-freeze.md","false","contrib/satcompute/tests/README.md:335 [doc_reference]; docs/n4c/README.md:24 [doc_reference]; docs/n4c/reviews/G4-shadow-decision-evaluation.md:3 [doc_reference]","保留；无删除依据","0"
"docs/n4c/reviews/G4-shadow-decision-evaluation.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n4c/reviews/G4-shadow-decision-evaluation.md","false","contrib/satcompute/tests/README.md:335 [doc_reference]; contrib/satcompute/tools/validation/compfrr-shadow/README.md:89 [doc_reference]; docs/n4c/README.md:25 [doc_reference]; docs/n4c/reviews/G3-final-freeze.md:56 [doc_reference]; docs/n4c/reviews/G4-final-freeze.md:39 [doc_reference]","保留；无删除依据","0"
"docs/n4c/reviews/N4-final-release-validation.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n4c/reviews/N4-final-release-validation.md","false","contrib/satcompute/input/experiments/leo-66/README.md:64 [doc_reference]; docs/n4c/README.md:6 [doc_reference]; docs/n4c/reviews/G4-final-freeze.md:51 [doc_reference]; docs/n5/reviews/Pre-N5C-placement-baselines-final.md:456 [doc_reference]","保留；无删除依据","0"
"docs/n5-prerequisites.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5-prerequisites.md","false","docs/README.md:8 [doc_reference]","保留；无删除依据","0"
"docs/n5/reviews/Checkpoint-maintenance-semantics-audit.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/Checkpoint-maintenance-semantics-audit.md","false","AGENTS.md:266 [doc_reference]; contrib/satcompute/protection/README.md:270 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/N5A-G1-architecture-storage.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/N5A-G1-architecture-storage.md","false","contrib/satcompute/protection/README.md:658 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/N5A-G2-fixed-backup-path.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/N5A-G2-fixed-backup-path.md","false","contrib/satcompute/protection/README.md:659 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/N5A-G3-recovery-loop.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/N5A-G3-recovery-loop.md","false","contrib/satcompute/protection/README.md:660 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/N5A-G4-integration-accounting.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/N5A-G4-integration-accounting.md","false","contrib/satcompute/protection/README.md:661 [doc_reference]; docs/n5/reviews/Pre-N5C-placement-baselines-final.md:457 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/N5B-G1-frequency-policy.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/N5B-G1-frequency-policy.md","false","contrib/satcompute/protection/README.md:277 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/N5B-G2-dynamic-frequency-runtime.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/N5B-G2-dynamic-frequency-runtime.md","false","contrib/satcompute/protection/README.md:278 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/N5B-G3-frequency-evaluation.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/N5B-G3-frequency-evaluation.md","false","contrib/satcompute/protection/README.md:279 [doc_reference]; docs/n5/reviews/N5B-G3R-semantic-corrections.md:13 [doc_reference]; docs/n5/reviews/Pre-N5C-placement-baselines-final.md:458 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/N5B-G3R-semantic-corrections.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/N5B-G3R-semantic-corrections.md","false","docs/n5/reviews/N5B-G3-frequency-evaluation.md:4 [doc_reference]; docs/n5/reviews/N5B-G3R2-feasible-pair-capacity-retry.md:22 [doc_reference]; docs/n5/reviews/Pre-N5C-placement-baselines-final.md:459 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/N5B-G3R2-feasible-pair-capacity-retry.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/N5B-G3R2-feasible-pair-capacity-retry.md","false","docs/n5/reviews/Pre-N5C-placement-baselines-final.md:460 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/N5B-closeout-N5C-kickoff.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/N5B-closeout-N5C-kickoff.md","false","AGENTS.md:120 [doc_reference]; contrib/satcompute/protection/README.md:583 [doc_reference]; contrib/satcompute/protection/policy/baseline/checkbullet/README.md:8 [doc_reference]; contrib/satcompute/protection/policy/baseline/checkbullet/preflight.md:4 [doc_reference]; docs/n5/reviews/Pre-N5C-cb-sat-v2.md:6 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/N5B-final-800-task-scene.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/N5B-final-800-task-scene.md","false","contrib/satcompute/input/experiments/leo-66/README.md:38 [doc_reference]; docs/n5/reviews/N5B-final-architecture-cleanup.md:64 [doc_reference]; docs/n5/reviews/Pre-N5C-placement-baselines-final.md:461 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/N5B-final-architecture-cleanup.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/N5B-final-architecture-cleanup.md","false","docs/n5/reviews/Pre-N5C-placement-baselines-final.md:462 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/N5C-U-multirun-audit.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/N5C-U-multirun-audit.md","false","AGENTS.md:140 [doc_reference]; contrib/satcompute/tests/README.md:70 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/N5C-rational-U-main-scenario.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/N5C-rational-U-main-scenario.md","false","AGENTS.md:164 [doc_reference]; AGENTS.md:172 [doc_reference]; contrib/satcompute/protection/README.md:576 [doc_reference]; contrib/satcompute/tests/README.md:90 [doc_reference]; docs/n5/reviews/N5C-rational-U-multirun.md:134 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/N5C-rational-U-multirun.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/N5C-rational-U-multirun.md","false","AGENTS.md:191 [doc_reference]; contrib/satcompute/tests/README.md:105 [doc_reference]; docs/n5/reviews/N5C-rational-U-main-scenario.md:6 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/N5C-recent-U-evaluation.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/N5C-recent-U-evaluation.md","false","contrib/satcompute/tests/README.md:74 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/Pre-N5C-baselines-recompute-oneplusone.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/Pre-N5C-baselines-recompute-oneplusone.md","false","docs/n5/reviews/Pre-N5C-compfrr-input-deferred.md:16 [doc_reference]; docs/n5/reviews/Pre-N5C-placement-baselines-final.md:463 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/Pre-N5C-cb-sat-v2.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/Pre-N5C-cb-sat-v2.md","false","contrib/satcompute/protection/policy/baseline/checkbullet/README.md:6 [doc_reference]; contrib/satcompute/protection/policy/baseline/checkbullet/preflight.md:93 [doc_reference]; docs/README.md:9 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/Pre-N5C-compfrr-input-deferred.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/Pre-N5C-compfrr-input-deferred.md","false","docs/n5/reviews/Pre-N5C-placement-baselines-final.md:464 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/Pre-N5C-compfrr-riskweighted-start-llm4x.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/Pre-N5C-compfrr-riskweighted-start-llm4x.md","false","docs/n5/reviews/Pre-N5C-placement-baselines-final.md:465 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/Pre-N5C-on-capacity-resume.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/Pre-N5C-on-capacity-resume.md","false","docs/n5/reviews/Pre-N5C-placement-baselines-final.md:466 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/Pre-N5C-placement-baselines-final.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/Pre-N5C-placement-baselines-final.md","false","AGENTS.md:80 [doc_reference]; contrib/satcompute/protection/README.md:611 [doc_reference]; contrib/satcompute/tests/README.md:117 [doc_reference]; docs/README.md:9 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/Pre-N5C-v7-cbsat-joint-audit.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/Pre-N5C-v7-cbsat-joint-audit.md","false","contrib/satcompute/protection/policy/baseline/checkbullet/README.md:103 [doc_reference]; docs/n5/reviews/N5B-closeout-N5C-kickoff.md:50 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/Recovery-direct-deadline-feasibility.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/Recovery-direct-deadline-feasibility.md","false","AGENTS.md:221 [doc_reference]; AGENTS.md:239 [doc_reference]; contrib/satcompute/tests/README.md:14 [doc_reference]; docs/n5/reviews/N5C-rational-U-main-scenario.md:4 [doc_reference]; docs/n5/reviews/N5C-rational-U-multirun.md:4 [doc_reference]","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/n5/reviews/pre-n5-backup-node-feasibility.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/n5/reviews/pre-n5-backup-node-feasibility.md","false","","原位标为历史优先；若归档须保留链接和实验身份，并先通过分析脚本依赖 gate","0"
"docs/pressure-10g-baseline.md","HISTORICAL_EVIDENCE","原始测量/阶段审阅证据，保留历史语境；不能以新代码覆盖旧结果","docs/pressure-10g-baseline.md","false","docs/README.md:10 [doc_reference]; docs/n5-prerequisites.md:70 [doc_reference]","保留；无删除依据","0"
"docs/upstream/ns-3.48/AUTHORS","HISTORICAL_EVIDENCE","上游来源/许可资料，不属于 protection 清理目标","docs/upstream/ns-3.48/AUTHORS","false","","保留；无删除依据","0"
"docs/upstream/ns-3.48/CHANGES.md","HISTORICAL_EVIDENCE","上游来源/许可资料，不属于 protection 清理目标","docs/upstream/ns-3.48/CHANGES.md","false","docs/upstream/ns-3.48/README.md:6 [doc_reference]; docs/upstream/ns-3.48/RELEASE_NOTES.md:346 [doc_reference]; docs/upstream/ns-3.48/RELEASE_NOTES.md:7 [doc_reference]","保留；无删除依据","0"
